,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE
30410,1900,190001,56030,19.56,1900000560301.0,8,12010800002.0,1,8,19.56,2,4,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
29800,1900,190001,55872,19.56,1900000558721.0,8,12010800000.0,1,7,19.56,2,8,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
17003,1880,188002,92757,10.32,,8,,1,7,10.33,1,33,1,100,0,0,453,45300,5,,,,,,1,10,644,636,29
150762,1930,193002,162172,20.42,1930001621722.0,8,25120812301.0,1,4,20.42,2,17,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
125905,1930,193002,155412,19.95,1930001554122.0,8,24110804301.0,1,2,19.95,2,47,1,100,0,0,40,4000,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
61302,1900,190003,1072301,107.13,1900010723011.0,8,12710807701.0,1,1,107.13,1,43,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,650,206,24
86757,1920,192001,1891303,90.21,1920018913031.0,8,16320804101.0,1,2,90.21,2,46,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,999,0,0
60622,1900,190003,1055701,100.86,1900010557011.0,8,12520806500.0,1,1,100.86,1,46,1,100,0,0,414,41400,5,2.0,4.0,,,2.0,1,10,290,636,42
80819,1910,191003,21152201,71.71,1910211522011.0,8,12620812300.0,1,4,71.71,2,3,1,100,0,0,465,46500,5,0.0,1.0,0.0,0.0,0.0,1,10,999,0,0
28771,1900,190001,55543,19.56,1900000555431.0,8,11910800002.0,1,5,19.56,2,11,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,983,0,0
107803,1930,193002,149889,20.42,1930001498892.0,8,23110801301.0,6,1,20.42,1,63,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,970,337,20
119410,1930,193002,153231,20.05,1930001532312.0,8,23720803101.0,1,2,20.05,2,34,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
62141,1900,190003,1090601,107.13,1900010906011.0,8,12910810500.0,1,3,107.13,2,3,1,100,0,0,8,800,2,0.0,0.0,,,0.0,1,10,999,0,0
906,1880,188001,607501,82.33,1880006075011.0,8,8810800501.0,1,3,82.33,2,2,1,100,0,0,42,4200,1,,,,,,1,10,999,0,0
22604,1880,188002,94358,9.87,,8,,1,1,9.87,1,32,1,100,0,0,34,3400,1,,,,,,1,10,93,888,27
105913,1930,193002,149346,19.67,1930001493462.0,8,23010800502.0,1,2,19.67,2,45,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
63483,1910,191002,1360601,100.0,1910013606011.0,8,11220801701.0,1,6,100.0,1,0,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
149093,1930,193002,161763,19.33,1930001617632.0,8,25110810500.0,1,5,19.33,2,10,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
56667,1900,190002,1089901,100.0,1900010899011.0,8,12910810300.0,1,4,100.0,2,38,1,100,0,0,410,41000,5,0.0,4.0,,,2.0,1,10,981,0,0
156453,1940,194001,113813,100.0,1940001138131.0,8,142426.0,1,1,100.0,2,74,1,100,0,0,19,1900,1,0.0,,,,,1,10,999,0,0
14177,1880,188002,91898,10.02,,8,,1,9,10.02,1,33,1,100,0,0,405,40500,5,,,,,,1,10,820,105,9
80184,1910,191003,21135601,71.71,1910211356011.0,8,12120806902.0,1,1,71.71,1,39,1,100,0,0,35,3500,1,0.0,0.0,1.0,100.0,2.0,1,10,100,105,14
123031,1930,193002,154587,20.05,1930001545872.0,8,23920803100.0,1,3,20.05,1,16,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
106709,1930,193002,149581,20.42,1930001495812.0,8,23020801301.0,1,2,20.42,2,68,1,100,0,0,405,40500,5,2.0,5.0,5.0,500.0,2.0,1,10,999,0,0
51738,1900,190001,61447,19.12,1900000614471.0,8,13020800001.0,2,5,19.12,1,12,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,983,0,0
111843,1930,193002,151025,20.05,1930001510252.0,8,23220803102.0,1,2,20.05,2,39,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
43421,1900,190001,59288,19.12,1900000592881.0,8,12620800000.0,2,8,19.12,1,25,1,100,0,0,410,41000,5,4.0,1.0,,,2.0,1,10,820,105,9
121735,1930,193002,154137,20.05,1930001541372.0,8,23820803102.0,1,3,20.05,2,16,1,100,0,0,36,3600,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
107025,1930,193002,149667,20.42,1930001496672.0,8,23020801302.0,1,2,20.42,2,41,1,100,0,0,453,45300,5,2.0,5.0,2.0,200.0,2.0,1,10,830,105,4
121194,1930,193002,153885,20.05,1930001538852.0,8,23820803101.0,1,1,20.05,2,42,1,100,0,0,27,2700,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
159913,1940,194001,233139,100.0,1940002331391.0,8,268516.0,1,6,100.0,2,0,1,100,1,100,8,800,0,0.0,,,,,1,10,999,0,0
18792,1880,188002,93287,10.32,,8,,4,1,10.33,1,35,1,100,0,0,36,3600,1,,,,,,1,10,650,239,24
164441,1940,194001,379702,100.0,1940003797021.0,8,4986.0,1,3,100.0,1,23,1,100,0,0,8,800,0,0.0,,,,,1,10,650,216,24
17517,1880,188002,92884,5.16,,8,,4,4,5.16,1,25,1,100,0,0,414,41400,5,,,,,,1,10,650,239,24
138332,1930,193002,158843,20.42,1930001588432.0,8,24610808702.0,1,1,20.42,1,31,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1,10,700,826,7
89620,1920,192001,1957801,97.51,1920019578011.0,8,16910808900.0,1,1,97.51,1,49,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,100,105,14
115504,1930,193002,152107,20.05,1930001521072.0,8,23510803101.0,1,2,20.05,2,41,1,100,0,0,425,42500,5,2.0,4.0,4.0,440.0,2.0,1,10,980,0,0
117025,1930,193002,152541,20.05,1930001525412.0,8,23610803101.0,1,1,20.05,1,37,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,290,626,42
72759,1910,191003,1390401,71.71,1910013904011.0,8,11520803100.0,1,2,71.71,2,55,1,100,0,0,453,45300,5,0.0,1.0,1.0,100.0,2.0,1,10,999,0,0
57583,1900,190003,988101,101.26,1900009881011.0,8,11710800501.0,4,3,0.0,1,43,1,100,0,0,36,3600,1,0.0,0.0,,,2.0,1,10,390,836,25
64440,1910,191002,1382101,100.0,1910013821011.0,8,11430803100.0,1,3,100.0,1,27,1,100,0,0,8,800,4,0.0,0.0,1.0,100.0,2.0,1,10,523,408,38
39313,1900,190001,58250,19.09,1900000582501.0,8,12420800001.0,1,1,19.09,1,48,1,100,0,0,414,41400,5,4.0,5.0,,,2.0,1,10,690,488,23
82926,1920,192001,1795701,90.72,1920017957011.0,8,15610801301.0,1,2,90.72,2,30,1,100,0,0,36,3600,1,0.0,0.0,,,2.0,1,10,999,0,0
35226,1900,190001,57214,18.62,1900000572141.0,8,12210800002.0,1,9,18.62,2,2,1,100,0,0,8,800,2,0.0,0.0,,,0.0,1,10,999,0,0
118289,1930,193002,152921,20.05,1930001529212.0,8,23710803100.0,1,4,20.05,1,12,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
126177,1930,193002,155479,19.95,1930001554792.0,8,24110804302.0,1,1,19.95,1,43,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,290,849,42
155240,1940,194001,52496,100.0,1940000524961.0,8,73740.0,4,1,100.0,1,16,1,100,0,0,19,1900,1,0.0,,,,,1,10,999,0,0
137936,1930,193002,158744,20.42,1930001587442.0,8,24610808701.0,1,6,20.42,2,8,1,140,0,0,35,3500,1,0.0,0.0,0.0,0.0,0.0,1,12,999,0,0
37711,1900,190001,57832,19.96,1900000578321.0,8,12320800001.0,1,2,19.96,2,43,1,100,0,0,18,1800,1,0.0,0.0,,,2.0,1,10,999,0,0
107821,1930,193002,149894,20.42,1930001498942.0,8,23110801301.0,1,2,20.42,2,28,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,350,808,22
150713,1930,193002,162162,20.42,1930001621622.0,8,25120812301.0,1,5,20.42,1,6,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
81026,1910,191003,25540001,71.71,1910255400011.0,8,11410802900.0,1,4,71.71,1,13,1,100,0,0,8,800,2,0.0,0.0,1.0,100.0,2.0,1,10,820,105,9
34592,1900,190001,57069,18.62,1900000570691.0,8,12210800001.0,1,5,18.62,1,16,1,100,0,0,20,2000,4,0.0,0.0,,,2.0,1,10,999,0,0
13329,1880,188002,91642,10.34,,8,,1,3,10.34,1,8,1,100,0,0,8,800,1,,,,,,1,10,999,0,0
85103,1920,192001,1851001,99.91,1920018510011.0,8,16020803100.0,4,19,99.91,2,23,1,100,0,0,6,600,1,0.0,0.0,,,2.0,1,10,790,836,11
60961,1900,190003,1064501,97.46,1900010645011.0,8,12610807101.0,1,1,97.46,1,70,1,100,1,100,35,3500,1,0.0,0.0,,,1.0,1,10,995,0,0
93000,1930,193001,29931,100.95,1930000299311.0,8,23110801300.0,1,4,100.95,2,14,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
155976,1940,194001,98300,100.0,1940000983001.0,8,139427.0,1,2,100.0,2,33,1,100,0,0,29,2900,1,0.0,,,,,1,10,999,0,0
108543,1930,193002,150139,19.99,1930001501392.0,8,23110801502.0,1,2,19.99,2,17,1,140,1,100,8,800,1,0.0,0.0,0.0,0.0,2.0,1,12,999,0,0
120241,1930,193002,153492,20.05,1930001534922.0,8,23810803101.0,1,1,20.05,2,46,1,100,0,0,29,2900,2,0.0,0.0,0.0,0.0,2.0,1,10,320,869,18
156256,1940,194001,108415,54.0,1940001084151.0,8,137519.0,1,13,54.0,1,1,1,100,1,100,8,800,0,0.0,,,,,1,10,999,0,0
146194,1930,193002,160989,20.48,1930001609892.0,8,24920810101.0,1,1,20.48,1,47,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,541,506,46
130345,1930,193002,156751,20.88,1930001567512.0,8,24310805500.0,1,9,20.88,1,7,1,100,0,0,35,3500,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
73034,1910,191003,1397102,71.71,1910013971021.0,8,11530803100.0,1,5,71.71,2,28,1,100,0,0,410,41000,5,0.0,3.0,1.0,100.0,2.0,1,10,645,656,19
142519,1930,193002,159901,20.19,1930001599012.0,8,24810808901.0,1,2,20.19,2,42,1,140,0,0,35,3500,1,0.0,0.0,0.0,0.0,2.0,1,12,820,105,9
20232,1880,188002,93709,5.17,,8,,1,4,5.17,1,10,1,100,1,100,35,3500,1,,,,,,1,10,995,0,0
163725,1940,194001,357742,100.0,1940003577421.0,8,48000000.0,1,1,100.0,1,28,1,100,0,0,48,4800,0,0.0,,,,,1,10,754,916,16
117392,1930,193002,152648,20.05,1930001526482.0,8,23610803102.0,1,2,20.05,2,58,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
69917,1910,191002,1510501,101.0,1910015105011.0,8,12430810101.0,4,6,101.0,1,26,1,100,0,0,150,15000,5,2.0,3.0,1.0,100.0,2.0,1,10,681,506,36
91688,1920,192001,2005401,90.72,1920020054011.0,8,17310812300.0,1,2,90.72,2,48,1,100,0,0,19,1900,4,0.0,0.0,,,2.0,1,10,999,0,0
136587,1930,193002,158381,19.91,1930001583812.0,8,24520807101.0,1,1,19.91,2,47,1,100,0,0,39,3900,3,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
130353,1930,193002,156753,20.88,1930001567532.0,8,24310805500.0,1,4,20.88,1,5,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
110239,1930,193002,150547,21.92,1930001505472.0,8,23210802901.0,1,2,21.92,2,30,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
100123,1930,193001,31978,100.95,1930000319781.0,8,24810808901.0,1,3,100.95,1,10,5,500,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,4,43,999,0,0
136513,1930,193002,158362,19.91,1930001583622.0,8,24520807101.0,1,1,19.91,1,42,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,541,506,46
50313,1900,190001,61106,20.21,1900000611061.0,8,13010800001.0,1,5,20.21,2,0,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
146897,1930,193002,161171,20.48,1930001611712.0,8,25010810100.0,1,3,20.48,2,19,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
3131,1880,188002,88786,9.95,,8,,1,4,9.95,2,9,1,100,0,0,39,3900,4,,,,,,1,10,999,0,0
138182,1930,193002,158805,20.42,1930001588052.0,8,24610808702.0,1,6,20.42,1,10,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
89594,1920,192001,1957302,97.51,1920019573021.0,8,16910808900.0,1,2,97.51,2,47,1,100,0,0,453,45300,5,3.0,3.0,,,1.0,1,10,999,0,0
95011,1930,193001,30480,100.95,1930000304801.0,8,23620803100.0,1,3,100.95,1,56,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,2.0,1,10,920,668,16
66426,1910,191002,1428001,100.0,1910014280011.0,8,11820804102.0,2,2,0.0,1,55,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1,10,55,879,62
112162,1930,193002,151121,20.05,1930001511212.0,8,23310803101.0,1,3,20.05,2,8,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
149413,1930,193002,161842,19.99,1930001618422.0,8,25110811901.0,1,4,19.99,1,5,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
61532,1900,190003,1076801,109.73,1900010768011.0,8,12720808900.0,1,1,109.73,1,35,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,100,105,14
12008,1880,188002,91303,9.46,,8,,1,3,9.46,1,7,1,100,0,0,8,800,4,,,,,,1,10,999,0,0
42834,1900,190001,59154,19.56,1900000591541.0,8,12610800002.0,1,6,19.56,1,10,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,983,0,0
120252,1930,193002,153497,20.05,1930001534972.0,8,23810803101.0,1,3,20.05,2,20,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
97601,1930,193001,31326,100.95,1930000313261.0,8,24310805500.0,1,3,100.95,1,21,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,830,105,4
119965,1930,193002,153377,20.05,1930001533772.0,8,23810803100.0,1,8,20.05,2,0,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
125799,1930,193002,155380,19.95,1930001553802.0,8,24110804301.0,1,2,19.95,2,44,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
101160,1930,193001,32232,100.95,1930000322321.0,8,25010811502.0,1,4,100.95,2,16,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
3187,1880,188002,88795,9.95,,8,,1,11,9.95,1,0,1,100,0,0,8,800,4,,,,,,1,10,999,0,0
35728,1900,190001,57358,19.4,1900000573581.0,8,12220800000.0,1,8,19.4,1,0,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
161491,1940,194001,282694,100.0,1940002826941.0,8,320921.0,1,1,100.0,2,52,1,100,0,0,31,3100,1,0.0,,,,,1,10,690,448,23
81043,1910,191003,25540501,71.71,1910255405011.0,8,11410802900.0,1,2,71.71,2,56,1,100,0,0,18,1800,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
75431,1910,191003,1453901,71.71,1910014539011.0,8,12030806302.0,1,5,71.71,1,23,1,100,0,0,19,1900,1,0.0,0.0,1.0,100.0,2.0,1,10,820,105,9
138444,1930,193002,158866,20.42,1930001588662.0,8,24610808702.0,1,5,20.42,2,11,1,100,4,420,300,30005,5,3.0,2.0,2.0,200.0,2.0,1,10,999,0,0
97010,1930,193001,31154,100.95,1930000311541.0,8,24120804101.0,1,2,100.95,2,45,1,100,0,0,42,4200,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
26576,1900,190001,55006,19.56,1900000550061.0,8,11810800001.0,1,6,19.56,2,28,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,690,716,23
70163,1910,191002,1516001,101.0,1910015160011.0,8,12510810500.0,1,6,101.0,1,13,1,100,0,0,42,4200,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
64141,1910,191002,1375901,100.0,1910013759011.0,8,11410802901.0,1,2,100.0,2,37,1,100,0,0,20,2000,4,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
8867,1880,188002,90415,10.02,,8,,1,2,10.02,2,34,1,100,0,0,26,2600,1,,,,,,1,10,980,0,0
17363,1880,188002,92863,10.32,,8,,2,12,10.33,1,23,1,100,0,0,6,600,2,,,,,,1,10,750,679,25
160101,1940,194001,237953,100.0,1940002379531.0,8,274148.0,1,1,100.0,2,50,1,100,0,0,31,3100,0,0.0,,,,,1,10,999,0,0
117079,1930,193002,152558,20.05,1930001525582.0,8,23610803101.0,1,2,20.05,2,30,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
39580,1900,190001,58313,19.09,1900000583131.0,8,12420800002.0,1,5,19.09,1,5,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
31881,1900,190001,56411,19.56,1900000564111.0,8,12110800002.0,1,2,19.56,2,18,1,100,0,0,465,46500,5,0.0,1.0,,,1.0,1,10,999,0,0
7139,1880,188002,89864,10.15,,8,,1,7,10.16,1,20,1,100,0,0,47,4700,1,,,,,,1,10,820,105,9
162753,1940,194001,326842,100.0,1940003268421.0,8,543425.0,1,2,100.0,2,37,1,100,0,0,31,3100,1,0.0,,,,,1,10,999,0,0
157020,1940,194001,137795,100.0,1940001377951.0,8,174241.0,1,1,100.0,2,59,1,100,0,0,410,41000,5,2.0,,,,,1,10,999,0,0
141722,1930,193002,159693,19.73,1930001596932.0,8,24720808502.0,1,1,19.73,1,71,1,100,0,0,6,600,1,0.0,0.0,0.0,0.0,2.0,1,10,450,736,36
121306,1930,193002,153921,20.05,1930001539212.0,8,23820803101.0,1,4,20.05,1,22,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
13874,1880,188002,91829,10.02,,8,,4,1,10.02,1,26,1,100,0,0,42,4200,2,,,,,,1,10,650,239,24
142542,1930,193002,159906,20.19,1930001599062.0,8,24810808901.0,1,1,20.19,1,30,1,140,1,100,200,20000,5,3.0,3.0,12.0,1200.0,1.0,1,12,820,105,9
111616,1930,193002,150962,20.05,1930001509622.0,8,23220803102.0,1,2,20.05,2,33,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
125806,1930,193002,155381,19.95,1930001553812.0,8,24110804301.0,1,4,19.95,2,24,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
120600,1930,193002,153647,20.05,1930001536472.0,8,23810803102.0,4,1,20.05,1,58,1,100,0,0,36,3600,1,0.0,0.0,0.0,0.0,2.0,1,10,75,868,80
128292,1930,193002,156126,19.82,1930001561262.0,8,24210804101.0,1,1,19.82,1,30,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,100,105,14
150915,1930,193002,162204,20.42,1930001622042.0,8,25120812301.0,1,2,20.42,1,17,1,100,1,100,31,3100,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
13330,1880,188002,91642,10.34,,8,,1,4,10.34,1,1,1,100,0,0,8,800,1,,,,,,1,10,999,0,0
22778,1880,188002,94402,10.02,,8,,1,5,10.02,2,11,1,100,0,0,29,2900,1,,,,,,1,10,995,0,0
19589,1880,188002,93559,10.15,,8,,2,8,10.16,1,50,1,100,0,0,414,41400,5,,,,,,1,10,970,0,20
81278,1910,191003,25548201,71.71,1910255482011.0,8,11610803101.0,1,2,71.71,2,38,1,100,0,0,26,2600,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
69660,1910,191002,1504901,100.0,1910015049011.0,8,12420810100.0,1,2,100.0,2,32,1,100,0,0,37,3700,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
82915,1920,192001,1795401,90.72,1920017954011.0,8,15610801301.0,1,5,90.72,2,10,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,999,0,0
40380,1900,190001,58522,20.3,1900000585221.0,8,12520800000.0,6,1,20.3,1,43,1,100,0,0,450,45000,5,4.0,3.0,,,0.0,1,10,641,348,29
119095,1930,193002,153138,20.05,1930001531382.0,8,23720803100.0,1,7,20.05,2,53,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
72332,1910,191003,1380601,71.71,1910013806011.0,8,11420803101.0,1,6,71.71,1,22,1,100,0,0,26,2600,1,0.0,0.0,1.0,100.0,2.0,1,10,310,807,22
74699,1910,191003,1435501,71.71,1910014355011.0,8,11920803900.0,1,2,71.71,2,36,1,100,0,0,17,1700,3,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
23145,1880,188002,94485,10.02,,8,,4,2,10.02,1,34,1,100,0,0,42,4200,1,,,,,,1,10,650,239,24
114328,1930,193002,151748,20.05,1930001517482.0,8,23420803101.0,1,2,20.05,2,42,1,100,0,0,31,3100,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
163452,1940,194001,350314,100.0,1940003503141.0,8,557273.0,1,2,100.0,2,47,1,100,0,0,29,2900,0,0.0,,,,,1,10,999,0,0
686,1870,187002,574101,99.49,1870005741012.0,8,9510807103.0,1,1,99.49,1,22,1,100,4,498,35,3500,1,2.0,,,,,1,10,100,105,14
58638,1900,190003,1011101,101.26,1900010111011.0,8,12010800502.0,1,2,101.26,2,13,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,983,0,0
111165,1930,193002,150797,20.05,1930001507972.0,8,23220803100.0,1,2,20.05,2,34,1,100,0,0,31,3100,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
59587,1900,190003,1031901,94.65,1900010319011.0,8,12220803500.0,1,3,94.65,1,18,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,995,0,0
155813,1940,194001,92504,87.0,1940000925041.0,8,48000000.0,1,8,87.0,1,0,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
11438,1880,188002,91179,10.34,,8,,1,2,10.34,2,41,1,100,0,0,17,1700,1,,,,,,1,10,980,0,0
142174,1930,193002,159799,20.19,1930001597992.0,8,24810808900.0,1,2,20.19,2,28,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
83903,1920,192001,1819501,99.91,1920018195011.0,8,15810803101.0,1,2,99.91,2,53,1,100,0,0,29,2900,2,0.0,0.0,,,2.0,1,10,999,0,0
25476,1900,190001,54743,19.56,1900000547431.0,8,11710800002.0,1,4,19.56,1,32,1,100,0,0,29,2900,2,0.0,0.0,,,2.0,1,10,290,636,42
53237,1900,190002,1012301,101.0,1900010123011.0,8,12010800502.0,1,1,101.0,1,34,1,100,0,0,455,45530,5,2.0,3.0,,,2.0,1,10,290,636,42
24229,1880,188002,94881,10.15,,8,,1,3,10.16,1,27,1,100,0,0,39,3900,4,,,,,,1,10,100,105,14
120920,1930,193002,153779,20.05,1930001537792.0,8,23820803100.0,1,2,20.05,2,56,1,100,0,0,26,2600,3,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
12610,1880,188002,91439,9.46,,8,,1,4,9.46,2,33,1,100,0,0,410,41000,5,,,,,,1,10,982,0,0
46554,1900,190001,60059,19.57,1900000600591.0,8,12820800000.0,1,3,19.57,2,12,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,983,0,0
114703,1930,193002,151873,20.05,1930001518732.0,8,23420803101.0,1,3,20.05,2,38,1,100,0,0,453,45300,5,2.0,5.0,2.0,200.0,2.0,1,10,690,499,23
75605,1910,191003,1458601,71.71,1910014586011.0,8,12110806701.0,1,3,71.71,2,5,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
126792,1930,193002,155669,19.82,1930001556692.0,8,24120804100.0,1,3,19.82,1,4,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
128934,1930,193002,156364,19.82,1930001563642.0,8,24210804102.0,1,2,19.82,2,28,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
62273,1900,190003,1094505,107.13,1900010945051.0,8,12910811302.0,4,1,107.13,1,34,1,100,0,0,401,40100,5,4.0,3.0,,,2.0,1,10,650,206,24
111089,1930,193002,150773,20.05,1930001507732.0,8,23220803100.0,1,3,20.05,1,36,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,970,679,20
38508,1900,190001,58032,19.96,1900000580321.0,8,12410800003.0,1,7,19.96,1,2,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
4143,1880,188002,89119,4.97,,8,,1,3,4.98,1,21,4,400,0,0,500,50000,5,,,,,,4,41,643,846,15
136800,1930,193002,158430,19.91,1930001584302.0,8,24520807101.0,1,1,19.91,1,23,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,2.0,1,10,100,105,14
38197,1900,190001,57950,19.96,1900000579501.0,8,12410800002.0,1,1,19.96,1,54,1,100,0,0,39,3900,1,0.0,0.0,,,2.0,1,10,290,646,42
80012,1910,191003,21131001,71.71,1910211310011.0,8,12030805900.0,1,1,71.71,1,62,1,100,0,0,410,41000,5,2.0,5.0,1.0,100.0,2.0,1,10,100,105,14
59113,1900,190003,1021403,96.41,1900010214031.0,8,12120801301.0,1,2,96.41,2,39,1,100,0,0,19,1900,2,0.0,0.0,,,2.0,1,10,995,0,0
70447,1910,191002,1523501,101.0,1910015235011.0,8,12530811900.0,1,5,101.0,1,3,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
45098,1900,190001,59683,19.46,1900000596831.0,8,12720800000.0,1,4,19.46,1,25,1,100,0,0,42,4200,1,0.0,0.0,,,2.0,1,10,820,105,9
29158,1900,190001,55717,19.56,1900000557171.0,8,11910800003.0,1,1,19.56,1,35,1,100,0,0,405,40500,5,4.0,3.0,,,2.0,1,10,970,997,20
64122,1910,191002,1375401,100.0,1910013754011.0,8,11410802900.0,1,3,100.0,1,2,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
67907,1910,191002,1464901,101.0,1910014649011.0,8,12120806901.0,1,6,101.0,2,11,1,100,0,0,47,4700,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
38579,1900,190001,58050,19.96,1900000580501.0,8,12410800003.0,1,2,19.96,1,13,1,100,0,0,26,2600,1,0.0,0.0,,,2.0,1,10,983,0,0
