,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE
82600,1920,192001,1788001,86.03,1920017880011.0,8,15520800500.0,1,4,86.03,2,20,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,999,0,0
74950,1910,191003,1441801,71.71,1910014418011.0,8,12010804701.0,1,1,71.71,1,26,1,100,0,0,25,2500,4,0.0,0.0,1.0,100.0,2.0,1,10,650,206,24
16233,1880,188002,92564,9.95,,8,,1,2,9.95,2,27,1,100,0,0,42,4200,1,,,,,,1,10,980,0,0
49429,1900,190001,60833,19.4,1900000608331.0,8,12910800002.0,4,26,19.4,1,70,1,100,0,0,42,4200,2,0.0,0.0,,,2.0,1,10,650,206,24
113744,1930,193002,151583,20.05,1930001515832.0,8,23410803102.0,4,1,20.05,1,75,1,100,0,0,55,5500,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
19829,1880,188002,93610,10.34,,8,,1,3,10.34,1,10,1,100,0,0,17,1700,2,,,,,,1,10,995,0,0
73542,1910,191003,1408301,71.71,1910014083011.0,8,11630803100.0,1,3,71.71,1,12,1,100,0,0,8,800,2,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
143757,1930,193002,160231,20.99,1930001602312.0,8,24820809901.0,1,1,20.99,1,29,1,140,1,100,200,20000,5,3.0,1.0,12.0,1200.0,1.0,1,12,970,506,20
19789,1880,188002,93601,10.34,,8,,1,1,10.34,1,27,1,100,0,0,39,3900,1,,,,,,1,10,674,307,17
35309,1900,190001,57232,18.62,1900000572321.0,8,12210800003.0,1,5,18.62,1,3,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
160902,1940,194001,261542,100.0,1940002615421.0,8,298754.0,1,1,100.0,2,22,1,100,0,0,17,1700,2,0.0,,,,,1,10,350,586,22
43808,1900,190001,59377,18.62,1900000593771.0,8,12710800000.0,1,3,18.62,2,12,1,100,0,0,31,3100,1,0.0,0.0,,,2.0,1,10,983,0,0
116102,1930,193002,152266,20.05,1930001522662.0,8,23520803101.0,1,3,20.05,2,50,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
20967,1880,188002,93872,5.17,,8,,1,3,5.17,2,5,1,100,1,100,8,800,1,,,,,,1,10,999,0,0
87657,1920,192001,1912801,106.5,1920019128011.0,8,16520806300.0,1,4,106.5,1,17,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1,10,999,0,0
70431,1910,191002,1523001,100.0,1910015230011.0,8,12520811702.0,1,1,100.0,1,27,1,100,0,0,150,15000,5,4.0,2.0,1.0,100.0,2.0,1,10,650,236,24
95615,1930,193001,30648,100.95,1930000306481.0,8,23810803102.0,1,2,100.95,2,29,1,100,0,0,26,2600,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
154073,1940,194001,12326,100.0,1940000123261.0,8,31092.0,1,1,100.0,1,50,1,100,0,0,29,2900,0,0.0,,,,,1,10,564,246,23
103569,1930,193002,148697,19.33,1930001486972.0,8,22920800300.0,1,1,19.33,1,48,1,100,0,0,42,4200,1,0.0,0.0,0.0,0.0,2.0,1,10,203,506,43
89377,1920,192001,1952201,90.72,1920019522011.0,8,16820808701.0,1,2,90.72,2,26,1,100,0,0,465,46500,5,3.0,2.0,,,2.0,1,10,999,0,0
118636,1930,193002,153022,20.05,1930001530222.0,8,23710803101.0,1,1,20.05,1,54,1,100,0,0,36,3600,1,0.0,0.0,0.0,0.0,2.0,1,10,204,616,37
66933,1910,191002,1440301,100.0,1910014403011.0,8,12010804500.0,1,1,100.0,1,22,1,100,0,0,8,800,4,0.0,0.0,1.0,100.0,2.0,1,10,544,506,32
13215,1880,188002,91592,10.34,,8,,1,3,10.34,1,28,1,100,0,0,36,3600,1,,,,,,1,10,250,936,36
99749,1930,193001,31881,100.95,1930000318811.0,8,24710807702.0,1,1,100.95,1,48,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1,10,100,105,14
112121,1930,193002,151110,20.05,1930001511102.0,8,23310803101.0,1,3,20.05,1,2,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
91393,1920,192001,1999001,90.72,1920019990011.0,8,17210812302.0,1,1,90.72,1,69,1,100,0,0,55,5500,1,0.0,0.0,,,2.0,1,10,290,636,42
240,1870,187001,435001,91.27,1870004350011.0,8,9510805902.0,1,1,91.27,1,39,1,100,0,0,36,3600,1,2.0,,,,,1,10,470,746,35
164110,1940,194001,369697,100.0,1940003696971.0,8,588294.0,1,1,100.0,1,48,1,100,0,0,17,1700,0,0.0,,,,,1,10,740,849,19
97832,1930,193001,31372,100.95,1930000313721.0,8,24310806302.0,1,9,100.95,1,7,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
88838,1920,192001,1939701,90.72,1920019397011.0,8,16720807501.0,1,3,90.72,2,5,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
24047,1880,188002,94844,10.15,,8,,1,3,10.16,1,19,1,100,0,0,39,3900,4,,,,,,1,10,820,105,9
15891,1880,188002,92490,5.17,,8,,1,3,5.17,2,1,1,100,1,100,8,800,1,,,,,,1,10,999,0,0
63641,1910,191002,1364801,100.0,1910013648011.0,8,11310801301.0,1,1,100.0,1,61,1,100,0,0,410,41000,5,2.0,5.0,1.0,100.0,2.0,1,10,999,0,0
106078,1930,193002,149386,19.67,1930001493862.0,8,23010800502.0,1,8,19.67,2,7,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
101628,1930,193001,32353,100.95,1930000323531.0,8,25120812300.0,1,2,100.95,2,22,1,100,0,0,47,4700,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
29018,1900,190001,55660,19.56,1900000556601.0,8,11910800002.0,1,4,19.56,2,23,1,100,0,0,19,1900,2,0.0,0.0,,,2.0,1,10,999,0,0
75762,1910,191003,1462901,71.71,1910014629011.0,8,12120806900.0,1,1,71.71,1,48,1,100,0,0,410,41000,5,3.0,5.0,1.0,100.0,2.0,1,10,100,105,14
30713,1900,190001,56108,19.56,1900000561081.0,8,12010800002.0,1,6,19.56,2,6,1,100,0,0,29,2900,2,0.0,0.0,,,0.0,1,10,999,0,0
134857,1930,193002,157960,20.42,1930001579602.0,8,24510806900.0,1,2,20.42,2,66,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
18927,1880,188002,93363,10.32,,8,,4,1,10.33,1,26,1,100,0,0,21,2100,1,,,,,,1,10,683,526,25
102404,1930,193002,148343,19.75,1930001483432.0,8,22910800100.0,1,2,19.75,2,69,1,100,0,0,42,4200,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
92597,1930,193001,29793,100.95,1930000297931.0,8,23010800501.0,1,1,100.95,1,55,1,100,0,0,411,41100,5,2.0,5.0,1.0,100.0,2.0,1,10,123,105,24
52507,1900,190002,995301,100.0,1900009953011.0,8,11810800501.0,1,3,100.0,2,27,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1,10,995,0,0
164602,1940,194001,384061,100.0,1940003840611.0,8,13214.0,1,4,100.0,1,3,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
48212,1900,190001,60479,19.4,1900000604791.0,8,12910800000.0,1,1,19.4,1,28,1,100,0,0,51,5100,1,0.0,0.0,,,2.0,1,10,290,726,42
148463,1930,193002,161580,19.33,1930001615802.0,8,25020810901.0,1,2,19.33,2,43,1,100,1,100,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
5556,1880,188002,89524,9.95,,8,,2,13,9.95,1,55,1,100,0,0,17,1700,4,,,,,,1,10,995,0,0
93026,1930,193001,29937,100.95,1930000299371.0,8,23110801300.0,1,2,100.95,2,28,1,100,0,0,39,3900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
24126,1880,188002,94861,10.15,,8,,1,2,10.16,2,31,1,100,0,0,17,1700,1,,,,,,1,10,980,0,0
58824,1900,190003,1015201,101.26,1900010152011.0,8,12020800500.0,1,3,101.26,1,21,1,100,0,0,410,41000,5,2.0,4.0,,,2.0,1,10,970,997,20
118912,1930,193002,153095,20.05,1930001530952.0,8,23720803100.0,1,4,20.05,1,25,1,100,0,0,21,2100,1,0.0,0.0,0.0,0.0,2.0,1,10,575,459,38
36366,1900,190001,57534,18.81,1900000575341.0,8,12310800002.0,1,1,18.81,1,45,1,100,0,0,34,3400,1,0.0,0.0,,,2.0,1,10,503,346,34
48209,1900,190001,60478,19.57,1900000604781.0,8,12820800003.0,1,5,19.57,2,3,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
94624,1930,193001,30368,100.95,1930000303681.0,8,23510803101.0,1,5,100.95,2,14,1,100,0,0,6,600,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
115737,1930,193002,152167,20.05,1930001521672.0,8,23510803102.0,1,1,20.05,1,59,1,100,0,0,453,45300,5,2.0,5.0,2.0,200.0,2.0,1,10,594,418,32
132497,1930,193002,157324,20.47,1930001573242.0,8,24320806102.0,1,6,20.47,1,11,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
122988,1930,193002,154575,20.05,1930001545752.0,8,23920803100.0,1,8,20.05,1,27,1,140,1,100,8,800,1,0.0,0.0,0.0,0.0,2.0,1,12,662,506,28
64083,1910,191002,1374801,100.0,1910013748011.0,8,11410802900.0,1,1,100.0,1,50,1,100,0,0,1,100,1,0.0,0.0,1.0,100.0,2.0,1,10,100,105,14
88712,1920,192001,1937201,90.72,1920019372011.0,8,16720807500.0,1,3,90.72,1,15,1,100,0,0,31,3100,1,0.0,0.0,,,2.0,1,10,999,0,0
84570,1920,192001,1836705,99.91,1920018367051.0,8,15920803100.0,4,1,99.91,1,49,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,970,318,20
115080,1930,193002,151981,20.05,1930001519812.0,8,23510803100.0,1,2,20.05,2,43,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
99894,1930,193001,31919,100.95,1930000319191.0,8,24720808501.0,1,2,100.95,2,60,1,100,0,0,26,2600,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
8410,1880,188002,90182,10.02,,8,,4,1,10.02,1,22,1,100,0,0,405,40500,5,,,,,,1,10,970,506,20
71781,1910,191003,1369401,71.71,1910013694011.0,8,11330802100.0,1,3,71.71,1,4,1,100,1,100,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
162867,1940,194001,331025,100.0,1940003310251.0,8,547974.0,1,1,100.0,2,37,1,100,0,0,51,5100,1,0.0,,,,,1,10,690,658,23
102833,1930,193002,148456,19.75,1930001484562.0,8,22910800101.0,1,5,19.75,2,3,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
24724,1900,190001,54518,19.56,1900000545181.0,8,11710800000.0,4,2,19.56,2,48,1,100,0,0,55,5500,4,0.0,0.0,,,2.0,1,10,999,0,0
35618,1900,190001,57316,19.4,1900000573161.0,8,12220800000.0,1,1,19.4,1,38,1,100,0,0,20,2000,4,0.0,0.0,,,2.0,1,10,533,506,33
134894,1930,193002,157971,20.42,1930001579712.0,8,24510806900.0,1,3,20.42,2,30,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,93,888,27
128821,1930,193002,156321,19.82,1930001563212.0,8,24210804102.0,1,5,19.82,2,2,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
93713,1930,193001,30105,100.95,1930000301051.0,8,23210803702.0,1,3,100.95,2,18,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
5238,1880,188002,89455,9.95,,8,,1,4,9.95,1,0,1,100,0,0,8,800,4,,,,,,1,10,999,0,0
111926,1930,193002,151058,20.05,1930001510582.0,8,23310803100.0,1,3,20.05,1,11,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
124322,1930,193002,154936,20.05,1930001549362.0,8,24010803102.0,1,3,20.05,2,4,1,100,1,100,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
77459,1910,191003,1501901,71.71,1910015019011.0,8,12410809700.0,1,2,71.71,2,40,1,100,0,0,453,45300,5,0.0,5.0,1.0,100.0,2.0,1,10,999,0,0
136684,1930,193002,158404,19.91,1930001584042.0,8,24520807101.0,1,1,19.91,1,29,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,290,808,42
14659,1880,188002,92141,10.02,,8,,1,2,10.02,1,25,1,100,0,0,39,3900,2,,,,,,1,10,644,636,29
56391,1900,190002,1083501,100.0,1900010835011.0,8,12820810100.0,1,9,100.0,1,3,1,100,0,0,48,4800,1,0.0,0.0,,,0.0,1,10,999,0,0
145269,1930,193002,160751,20.48,1930001607512.0,8,24910810102.0,1,4,20.48,2,11,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
13841,1880,188002,91804,10.02,,8,,1,5,10.02,1,3,1,100,0,0,8,800,4,,,,,,1,10,999,0,0
93214,1930,193001,29988,100.95,1930000299881.0,8,23120802100.0,1,1,100.95,1,70,1,100,1,100,35,3500,1,0.0,0.0,0.0,0.0,1.0,1,10,820,105,9
28435,1900,190001,55472,19.56,1900000554721.0,8,11910800001.0,1,4,19.56,2,2,1,100,0,0,27,2700,2,0.0,0.0,,,0.0,1,10,999,0,0
151675,1930,193002,162365,20.42,1930001623652.0,8,25210812300.0,1,3,20.42,2,24,1,140,1,100,35,3500,2,0.0,0.0,0.0,0.0,1.0,1,12,999,0,0
88988,1920,192001,1943201,95.21,1920019432011.0,8,16810807700.0,1,3,95.21,1,4,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
103006,1930,193002,148501,19.75,1930001485012.0,8,22910800101.0,3,1,19.75,1,19,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1,10,595,916,11
116681,1930,193002,152435,20.05,1930001524352.0,8,23610803100.0,1,2,20.05,2,22,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
106752,1930,193002,149589,20.42,1930001495892.0,8,23020801301.0,1,5,20.42,2,8,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
96997,1930,193001,31150,100.95,1930000311501.0,8,24120804101.0,1,3,100.95,1,21,1,100,0,0,8,800,3,0.0,0.0,0.0,0.0,2.0,1,10,310,716,22
149331,1930,193002,161817,19.99,1930001618172.0,8,25110811701.0,1,2,19.99,2,45,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,270,906,29
54885,1900,190002,1048201,100.0,1900010482011.0,8,12420805100.0,1,1,100.0,1,44,1,100,0,0,453,45300,5,2.0,5.0,,,2.0,1,10,290,646,42
75886,1910,191003,1465501,71.71,1910014655011.0,8,12120806901.0,1,5,71.71,1,12,1,100,0,0,31,3100,4,0.0,0.0,1.0,100.0,2.0,1,10,830,105,4
112212,1930,193002,151136,20.05,1930001511362.0,8,23310803102.0,1,3,20.05,2,18,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,310,696,22
68139,1910,191002,1469501,100.0,1910014695011.0,8,12130807100.0,1,5,100.0,1,10,1,100,0,0,8,800,1,0.0,0.0,12.0,1200.0,1.0,1,10,999,0,0
142125,1930,193002,159787,20.19,1930001597872.0,8,24810808900.0,1,6,20.19,1,0,1,140,1,100,48,4800,4,0.0,0.0,0.0,0.0,0.0,1,12,999,0,0
162677,1940,194001,324376,100.0,1940003243761.0,8,545227.0,1,3,100.0,2,15,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
59508,1900,190003,1030101,82.2,1900010301011.0,8,12210802702.0,1,5,82.2,2,1,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
120889,1930,193002,153768,20.05,1930001537682.0,8,23820803100.0,1,6,20.05,1,8,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
56956,1900,190002,1098401,100.0,1900010984011.0,8,12920811900.0,1,1,100.0,1,30,1,100,0,0,20,2000,4,0.0,0.0,,,2.0,1,10,650,206,24
90300,1920,192001,1972801,104.6,1920019728011.0,8,17020810100.0,1,2,104.6,2,23,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1,10,999,0,0
83030,1920,192001,1797901,90.72,1920017979011.0,8,15610801302.0,1,6,90.72,1,22,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,490,636,24
131542,1930,193002,157047,19.52,1930001570472.0,8,24320805900.0,1,5,19.52,1,9,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
137179,1930,193002,158539,20.47,1930001585392.0,8,24610807300.0,1,8,20.47,1,2,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
89128,1920,192001,1946101,95.21,1920019461011.0,8,16810807701.0,1,2,95.21,2,27,1,100,0,0,27,2700,3,0.0,0.0,,,2.0,1,10,999,0,0
88802,1920,192001,1939101,90.72,1920019391011.0,8,16720807501.0,1,2,90.72,2,43,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,999,0,0
92006,1930,193001,29603,100.95,1930000296031.0,8,22910800100.0,1,7,100.95,1,5,1,140,1,100,8,800,1,0.0,0.0,0.0,0.0,0.0,1,12,999,0,0
47418,1900,190001,60270,19.57,1900000602701.0,8,12820800002.0,1,4,19.57,2,12,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1,10,999,0,0
28048,1900,190001,55375,19.56,1900000553751.0,8,11910800000.0,1,2,19.56,2,34,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,999,0,0
97139,1930,193001,31188,100.95,1930000311881.0,8,24120804102.0,1,7,100.95,1,0,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
79992,1910,191003,21130301,71.71,1910211303011.0,8,12020805500.0,1,5,71.71,2,6,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
12688,1880,188002,91455,9.46,,8,,2,7,9.46,2,22,1,100,0,0,453,45360,5,,,,,,1,10,700,0,7
67983,1910,191002,1466502,100.0,1910014665021.0,8,12120806901.0,1,3,100.0,2,3,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
142222,1930,193002,159816,20.19,1930001598162.0,8,24810808900.0,1,1,20.19,1,54,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,2.0,1,10,690,506,23
25090,1900,190001,54631,19.56,1900000546311.0,8,11710800001.0,1,6,19.56,1,23,1,100,0,0,150,15000,5,2.0,1.0,,,0.0,1,10,999,0,0
151633,1930,193002,162353,20.42,1930001623532.0,8,25210812300.0,1,4,20.42,2,8,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
5724,1880,188002,89554,9.95,,8,,1,3,9.95,1,0,1,100,0,0,31,3100,1,,,,,,1,10,999,0,0
158735,1940,194001,191092,64.0,1940001910921.0,8,211113.0,1,2,64.0,2,43,1,100,0,0,19,1900,0,0.0,,,,,1,10,999,0,0
53233,1900,190002,1012201,101.0,1900010122011.0,8,12010800502.0,1,1,101.0,1,44,1,100,0,0,39,3900,1,0.0,0.0,,,2.0,1,10,203,506,43
7116,1880,188002,89860,10.15,,8,,1,3,10.16,1,12,1,100,0,0,8,800,1,,,,,,1,10,983,0,0
108579,1930,193002,150148,19.33,1930001501482.0,8,23120802100.0,1,4,19.33,2,15,1,100,1,100,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
153984,1940,194001,6586,87.0,1940000065861.0,8,50000000.0,1,3,87.0,2,13,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
21493,1880,188002,94078,10.02,,8,,1,1,10.02,1,26,1,100,0,0,150,15000,5,,,,,,1,10,290,679,42
50488,1900,190001,61155,20.21,1900000611551.0,8,13010800002.0,1,3,20.21,1,11,1,100,0,0,454,45400,5,0.0,1.0,,,2.0,1,10,983,0,0
128689,1930,193002,156268,19.82,1930001562682.0,8,24210804102.0,3,1,19.82,1,31,1,100,0,0,434,43400,5,2.0,5.0,10.0,1000.0,2.0,1,10,999,0,0
58650,1900,190003,1011401,101.26,1900010114011.0,8,12010800502.0,1,3,101.26,1,8,1,100,0,0,5,500,1,0.0,0.0,,,0.0,1,10,999,0,0
141512,1930,193002,159643,19.73,1930001596432.0,8,24720808501.0,1,2,19.73,2,37,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
134886,1930,193002,157969,20.42,1930001579692.0,8,24510806900.0,1,3,20.42,1,2,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
80866,1910,191003,25535201,71.71,1910255352011.0,8,11210800101.0,1,8,71.71,1,19,1,100,0,0,434,43400,5,0.0,1.0,10.0,1000.0,1.0,1,10,820,105,9
66070,1910,191002,1419101,100.0,1910014191011.0,8,11720803102.0,1,6,100.0,2,6,1,100,0,0,17,1700,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
101404,1930,193001,32293,100.95,1930000322931.0,8,25110810500.0,1,1,100.95,1,37,1,100,0,0,48,4800,1,0.0,0.0,0.0,0.0,2.0,1,10,490,659,24
119351,1930,193002,153213,20.05,1930001532132.0,8,23720803101.0,1,3,20.05,2,12,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
126865,1930,193002,155690,19.82,1930001556902.0,8,24120804100.0,1,2,19.82,2,48,1,100,0,0,21,2100,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
1025,1880,188001,611101,82.33,1880006111011.0,8,8810800502.0,1,4,82.33,1,3,1,100,0,0,20,2000,1,,,,,,1,10,999,0,0
154453,1940,194001,27419,100.0,1940000274191.0,8,8883.0,1,1,100.0,1,75,1,100,0,0,36,3600,4,0.0,,,,,1,10,773,506,32
45211,1900,190001,59709,19.46,1900000597091.0,8,12720800001.0,1,4,19.46,1,15,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,983,0,0
21983,1880,188002,94200,10.34,,8,,1,4,10.34,1,37,1,100,0,0,17,1700,1,,,,,,1,10,100,105,14
163672,1940,194001,356547,100.0,1940003565471.0,8,584811.0,1,2,100.0,1,31,1,100,0,0,27,2700,0,0.0,,,,,1,10,490,659,24
55840,1900,190002,1071601,101.0,1900010716011.0,8,12710807701.0,1,1,101.0,1,46,1,100,0,0,25,2500,1,0.0,0.0,,,2.0,1,10,740,849,19
56790,1900,190002,1093501,100.0,1900010935011.0,8,12910811101.0,1,1,100.0,1,37,1,100,0,0,453,45300,5,2.0,4.0,,,2.0,1,10,290,626,42
116269,1930,193002,152314,20.05,1930001523142.0,8,23520803101.0,1,2,20.05,2,42,1,100,0,0,36,3600,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
134001,1930,193002,157725,20.42,1930001577252.0,8,24420806901.0,1,3,20.42,2,16,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
127043,1930,193002,155745,19.82,1930001557452.0,8,24120804101.0,1,2,19.82,2,42,1,100,0,0,21,2100,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
42782,1900,190001,59145,19.56,1900000591451.0,8,12610800002.0,1,1,19.56,1,57,1,100,0,0,55,5500,1,0.0,0.0,,,2.0,1,10,290,568,42
123851,1930,193002,154824,20.05,1930001548242.0,8,24010803100.0,1,1,20.05,1,50,1,100,0,0,21,2100,1,0.0,0.0,0.0,0.0,2.0,1,10,740,849,19
125609,1930,193002,155312,19.95,1930001553122.0,8,24110804300.0,3,1,19.95,1,36,1,100,0,0,35,3500,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
16132,1880,188002,92540,9.95,,8,,1,1,9.95,1,50,1,100,0,0,25,2500,1,,,,,,1,10,754,0,16
124261,1930,193002,154922,20.05,1930001549222.0,8,24010803102.0,1,1,20.05,1,39,1,100,0,0,457,45700,5,2.0,5.0,22.0,2200.0,2.0,1,10,690,406,23
118767,1930,193002,153055,20.05,1930001530552.0,8,23710803102.0,1,2,20.05,2,59,1,100,0,0,150,15010,5,2.0,5.0,1.0,100.0,2.0,1,10,999,0,0
111291,1930,193002,150849,20.05,1930001508492.0,8,23220803101.0,3,1,20.05,2,18,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,784,896,11
15508,1880,188002,92402,10.34,,8,,1,7,10.34,1,0,1,100,0,0,8,800,1,,,,,,1,10,999,0,0
157442,1940,194001,155285,100.0,1940001552851.0,8,187427.0,1,1,100.0,1,57,1,100,0,0,19,1900,1,0.0,,,,,1,10,290,679,42
111809,1930,193002,151016,20.05,1930001510162.0,8,23220803102.0,1,2,20.05,2,35,1,100,0,0,56,5600,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
97157,1930,193001,31193,100.95,1930000311931.0,8,24120804102.0,1,3,100.95,1,3,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
144047,1930,193002,160285,20.99,1930001602852.0,8,24820809902.0,1,9,20.99,1,2,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
123729,1930,193002,154796,20.05,1930001547962.0,8,24010803100.0,1,5,20.05,1,15,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
3764,1880,188002,89025,9.95,,8,,4,2,9.95,2,36,1,100,0,0,453,45300,5,,,,,,1,10,995,0,0
110259,1930,193002,150551,21.92,1930001505512.0,8,23210802901.0,1,3,21.92,2,61,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
42869,1900,190001,59162,19.56,1900000591621.0,8,12610800002.0,1,4,19.56,1,4,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
39540,1900,190001,58305,19.09,1900000583051.0,8,12420800002.0,1,9,19.09,2,3,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
162219,1940,194001,308500,100.0,1940003085001.0,8,522793.0,1,4,100.0,2,5,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
119190,1930,193002,153164,20.05,1930001531642.0,8,23720803101.0,1,2,20.05,2,34,1,100,0,0,31,3100,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
29495,1900,190001,55800,19.56,1900000558001.0,8,11920800000.0,1,5,19.56,2,15,1,100,0,0,454,45400,5,0.0,3.0,,,2.0,1,10,720,826,6
67265,1910,191002,1448601,101.0,1910014486011.0,8,12020805501.0,1,3,101.0,2,13,1,100,1,100,8,800,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
158063,1940,194001,173233,100.0,1940001732331.0,8,186413.0,1,3,100.0,2,46,1,100,0,0,8,800,0,0.0,,,,,1,10,93,888,27
17121,1880,188002,92802,5.16,,8,,4,1,5.16,1,18,2,200,0,0,20,2000,1,,,,,,2,20,970,0,20
101970,1930,193001,32435,100.95,1930000324351.0,8,25210812301.0,1,2,100.95,2,18,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
9296,1880,188002,90535,10.02,,8,,1,5,10.02,1,79,1,100,0,0,34,3400,1,,,,,,1,10,510,246,24
